split,budget,policy,folds,mean_test_n,mean_selected_n,safe_movement_rate,safe_varentropy_movement_rate,mean_abs_delta_entropy,mean_abs_delta_varentropy,mean_output_drift,movement_per_drift,top1_preserved_rate,topk_preservation,failure_rate,regret_vs_oracle,minimal_energy_to_target
grouped_example_5fold,0.1,random,5,1458.0,146.2,0.09414345266474214,0.13788753310152804,0.04561482548684099,0.05563051469469005,0.0023938571073411,20.170283111072393,0.9606229636265944,0.9506290061653688,0.9058565473352578,0.9058565473352578,0.010068576174409326
grouped_example_5fold,0.1,rho_only,5,1458.0,146.2,0.1610792975519568,0.21343224934379074,0.06109267875676714,0.08021279163285552,0.006901548337544671,17.092822010824072,0.9827954717051426,0.922418319487304,0.8389207024480431,0.8389207024480431,0.010778598602531931
grouped_example_5fold,0.1,rho_shuffled_within_entropy_bin,5,1458.0,146.2,0.14282733765625172,0.201633581147279,0.05945338146197989,0.07362566327145897,0.004018321395933754,19.59641434855622,0.9855841208135189,0.9271382000802179,0.8571726623437483,0.8571726623437483,0.01085754563339254
grouped_example_5fold,0.1,rho_shuffled_within_fisher_bin,5,1458.0,146.2,0.12377750650387905,0.1566273203086934,0.04535618414978492,0.05841123271025654,0.002232617120929417,21.11621456997916,0.958556508506998,0.9440449674325787,0.876222493496121,0.876222493496121,0.010516692714200143
grouped_example_5fold,0.1,rho_shuffled_within_gradient_bin,5,1458.0,146.2,0.13026974288939303,0.20142960180368036,0.06165653599336175,0.08081833882410384,0.005997519283983814,15.130772016491278,0.9729094591345664,0.9255444077118629,0.8697302571106069,0.8697302571106069,0.011047569703129723
grouped_example_5fold,0.1,rho_shuffled_within_varentropy_bin,5,1458.0,146.2,0.07881019035161405,0.15931188406708266,0.04789262812247971,0.062171697839508974,0.0037303627129437536,15.564682507061445,0.93340237428696,0.9508203357625737,0.9211898096483859,0.9211898096483859,0.010503907326490947
grouped_example_5fold,0.1,shuffled_rho,5,1458.0,146.2,0.10897346114641746,0.16272062106587357,0.04127004067756941,0.052316891547424194,0.0017766012329449934,23.835105996179376,0.9508128611770376,0.9581683423360176,0.8910265388535825,0.8910265388535825,0.010544128490395684
grouped_example_5fold,0.1,within_example_shuffled_rho,5,1458.0,146.2,0.13944677588642823,0.1859775261799687,0.05675886162143591,0.0783964002086375,0.0045298908880529315,17.95669460151509,0.9811820905670615,0.9358119792458004,0.8605532241135718,0.8605532241135718,0.010641879142238918
grouped_example_5fold,0.2,controls_only_learned,5,1458.0,291.6,0.1719309497087275,0.2550531772753995,0.07586025400790211,0.09739965653891705,0.008299503097647931,17.683618656168257,0.9905723905723907,0.8899481588370477,0.8280690502912724,0.42936775158997376,0.010728399470899472
grouped_example_5fold,0.2,controls_plus_rho_learned,5,1458.0,291.6,0.18612580834803055,0.25890652557319227,0.07380558482757141,0.09821501348810797,0.006348521487154775,18.782559018519827,0.9938645716423494,0.8954214098658543,0.8138741916519694,0.4151728929506707,0.010728399470899472
grouped_example_5fold,0.2,gradient_only_learned,5,1458.0,291.6,0.1369461813906258,0.23285233285233287,0.06802576300701435,0.09495037912441892,0.008428905268779784,14.766112638318921,0.9612527390305168,0.9059451659451658,0.8630538186093741,0.46435251990807547,0.010728399470899472
grouped_example_5fold,0.2,gradient_plus_rho_learned,5,1458.0,291.6,0.16455026455026456,0.22810111699000588,0.06363209070166007,0.08451372313867048,0.006019474123135798,17.329840442933154,0.985441718775052,0.9202960825183049,0.8354497354497354,0.4367484367484368,0.010728399470899472
grouped_example_5fold,0.2,highest_entropy,5,1458.0,291.6,0.06294692961359628,0.1278980278980279,0.024574456622574337,0.03830917629173621,0.0013562022770512178,18.134341960321777,0.9171877505210839,0.9682913794024905,0.9370530703864037,0.538351771685105,0.010728399470899472
grouped_example_5fold,0.2,highest_fisher_output_energy,5,1458.0,291.6,0.1292020736465181,0.133905189460745,0.04029765401322179,0.04346851201108323,0.0015094965435281005,26.802139514584496,0.9769867992090214,0.9707845652290097,0.8707979263534819,0.4720966276521832,0.010898003848003851
grouped_example_5fold,0.2,highest_gradient_norm,5,1458.0,291.6,0.1369461813906258,0.23285233285233287,0.06802576300701435,0.09495037912441892,0.008428905268779784,14.766112638318921,0.9612527390305168,0.9059451659451658,0.8630538186093741,0.46435251990807547,0.010728399470899472
