group_id,policy,model,model_type,task,budget_mode,eps,layer,route_family,subspace_dim,rho,projected_gradient_norm,jacobian_norm,uncertainty_movement,varentropy_movement,drift,top1_preserved,topk_jaccard,safe_movement
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,12,state_pca,4,0.9566040307638988,159.20805439503735,18.636229578578316,0.0018714384151730101,0.0017095482981009935,5.591644059321047e-07,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.0004894181800287889,0.00024467179897125213,1.116720693168576e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,6,state_pca,2,0.2480181737290279,130.14704575575772,22.11311693557122,0.0007216445941036209,0.0026169450735448185,1.4138981775054286e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,18,random,4,0.9874286553122946,105.11278908919176,9.236054342067508,0.00039416185566631956,0.0011906258686706639,1.8765893368059479e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.00197373998513406,0.002328604547333968,4.605486543919466e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,6,random,1,1.0034223917372961e-05,130.14704575575772,22.11311693557122,0.0001222071922464263,0.002074062020399947,3.5592866463067183e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,12,state_pca,4,0.9566040307638988,159.20805439503735,18.636229578578316,0.0004413359758311808,0.0009861500993737504,6.799137863157136e-08,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.00197373998513406,0.002328604547333968,4.605486543919466e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,6,state_pca,2,0.2480181737290279,130.14704575575772,22.11311693557122,0.0023057596065618746,0.006624331810005768,7.406953196600484e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.025,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.025,12,state_pca,2,0.8304969841587028,159.20805439503735,18.636229578578316,0.001956908305344618,0.0026683631959841803,5.935049048879958e-07,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.05,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.05,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.003516091712302938,0.003925136109435456,1.5347338547840505e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.05,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.05,6,random,1,1.0034223917372961e-05,130.14704575575772,22.11311693557122,0.0003959226046423847,0.005221317987442964,1.4427988228494495e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.05,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.05,12,state_pca,4,0.9566040307638988,159.20805439503735,18.636229578578316,0.0007031638963962972,0.0013513908367118743,2.653763891046948e-07,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.05,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.05,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.003516091712302938,0.003925136109435456,1.5347338547840505e-05,1.0,1.0,0.0
